headline,content,response,star
"Crazy, wild place that is one of the biggest and most lively places on Duval Street.","We were lucky, when we walked into the packed restaurant four people just got up from their table. We ""grabbed it"" cause you 'seat yourself'. Food, a sloppy Joe of course, and the service was good but the real satisfaction comes from watching the crowd...More",NA,4.5
"A very ""Key West"" spot","The food is reasonably priced and if it's too busy on the  Duval Street side, go around to the Greene Street front porch. It's a good spot to share a basket of peel and eat shrimp and watch the world go by.",NA,4.5
Another iconic place,"If you are traveling to Key West, you must stop in to have a drink at Sloppy Joe's. Music is great....it gets quite busy later into the evening.  Food is pricey for the quality...but drinks are good.",NA,4.5
Nice bar,"Good drinks and atmosphere. Staff is friendly and just a good all around vibe. A busy place, but the drinks are cheap.",NA,4
Taproom visit,"Didn't go to actual Sloppy Joe's, but smaller tap room around the corner. Awesome bartender, good local beers, good sized pours for sampler flight.",NA,4.5
Oh How Fun!,Great place to chill for a bit - we had lunch and a cocktail.  Food was great - atmosphere was simply fun - staff was fabulous!  It can be a bit loud with the music - but it was definitely an enjoyable afternoon.,NA,3
One you can't skip,"If you go to Key West, you have to go to Sloppy Joe's.  The restaurant/bar says Key West all over it.  The food was OK, not the best, but the atmosphere was worth the so-so food.   Handicapped people can get in, but the place is...More",NA,5
Great service,"A must stop both early in the day,  and late in the evening.  Food was great, and not too pricey.  Live music almost always on stage, and great spot to people watch.  Gets a little crazy the later it is, and that's to be expected....More",NA,4.5
Favorite place in Key West!,"We went twice in same day! Great atmosphere and the music was the best with Fuel on Fire band!  They were the BEST! We had so much fun listening to them and enjoying their energy! I hate to leave. The sloppy joes were good, not...More",NA,4
Fun spot for a lively lunch,"Not to be missed.  It offers great food, reasonable prices, fun atmosphere with live music. It is also a favorite watering hole.   :-)",NA,4.5
Local flavor,A great part of any key west adventure.  One of those 'must see' places to have all your local flavor.,NA,4.5
"You Gotta Go,...","If for nothing else, it's original (to the area).  The drinks flow, the crowds never leave and the music venue entertains.",NA,4.5
Great time,Arrived around 9pm. Great 80s band on stage. Didn't leave the dance floor until midnight. Great rum punch too! We would definitely visit again.,NA,4.5
First Day ,Great Place.. Stopped here on our first stroll down Duval.. Food was good .. Sloppy Rita's were awesome.... Great entertainment .. A must for anyone coming to Key West!,NA,4.5
Classic bar with great music ,"Although very touristy it is still a great place to hang out. Food is very good, sloppy joe is actually worth it. Always music playing that gets the crowd involved.",NA,4
Great bar scene,You have to go and get a drink here..just for the history. It's your typical bar but they have some great rum drinks. You can take your drink out and walk the street. Fun place.,NA,4.5
feb 2017,"good place to eat, fun atmosphere, live music, great gift shop. 
always lively, musicians interact with the crowd,....FUN stop!!",NA,3
Perfect place for a drink,ked in for a drink while on vacation....The perfect place for a drink and to interact with people who live on the Island...Rita who has worked at Sloppy Joe's for 30 years waited on us....very personable and a lot of fun....A hopping fast paced fun...More,NA,5
Fun times,Didn't eat but was able to enjoy the friendly bartenders and great entertainment.  We returned twice during our stay.,NA,4.5
"Loud, raucous fun","We went here for a drink and a T-shirt only.  The entire place was crowded, as was expected, and loud.  There was musician taking requests - which was fun.  This is a good place for great people watching, having a drink and overall, good time.",NA,4
"fun atmosphere, great music","Terrific staff, excellent drinks menu, enjoyable music made this a very fun visit, during a Key West pub crawl.",NA,4.5
Decent bar,The old story says that this was Hemingway's watering hole. It was for awhile and the decor is consistent with an old bar. It's frequently packed and is a decent place to grab an adult beverage or two.,NA,4.5
fast service and good quality,"great place for a beer and a quick meal when walking Duval street.

The live music is good and the place is always packed, but you get a table quickly

Do not miss this original Key West establishment",NA,4.5
Sloppy Joe's-fun and friendly,At the end of a tiring day on Key West we found seats at the bar at Sloppy Joe's and had lunch. Our bartender took great care of us even though we were only drinking coke. I had awesome pretzels with key lime mustard. My...More,NA,4.5
Enjoyable,"Think about why you are going here.  This is a fun place, at least it was Fri and Sat.  Service was fine, drinks were good, people watching off the chart, music was an assortment of old and new rock as well as country.   All played...More",NA,4.5
Great Food & Music,Tried going several times but we're always too busy. Finally decided to go for lunch @ 11:30. A really smart move. Not only did we get a good seat but we're able to sit far enough away from the speakers that we could actually talk...More,NA,4
1st Visit to Key West,"If you go to Key West, you pretty much are required to visit Sloppy Joe's.
Food is above average for a bar situation.  Many brands of beer available and
live entertainment  most of the time. Can be very crowded and might need to wait
for...More",NA,4.5
great for drinks and music,We stopped in on a Tuesday night and enjoyed the live music and drinks.  The wait staff were very attentive.,NA,3
"The good, the bad and the funky.","Stopped in on a Wednesday afternoon for lunch. Walk in and seat yourself in the large and active room. A great, friendly vibe with good, live music. Thst was the best part. Drinks were small and on the expensive side. We got the Quesadilla (good)...More",NA,5
Fun Time,"Lunch here was what you would expect on one of the busiest bars on Duval St.  Waiter was excellent, but you have to grab you own table as soon as anyone leaves.  On the weekend the place is crazy, but that is what you would...More",NA,4.5
"Loud, fun place ","We went in at about 11:00 AM for lunch and just beat the rush. By the time we got food, which wasn't long, it was packed.  There was live music starting at 11:30 or 12 which was fun.  Justin was a great server, attentive but...More",NA,4
Cold Beer,"Lou, One of the best mixologists in Key West. Met lots of folks from all over the states enjoying fantastic weather",NA,4.5
Key West Landmark!!,"Festive atmosphere, good drinks but average food. 2-man band was entertaining just as much as people watching.",NA,4.5
Crazy Place to Visit,"Anyone who goes to Key West must visit Sloppy Joes, its History but it also has a question because some say that it was a Hemingway place but it is in dispute because there is another place just around the corner that makes the same...More",NA,4.5
what a great party place,You can't go to Key West without stopping by Sloppy Joes.  Cold drinks and great entertainment. Check their webcam for activity,NA,4.5
Special place ,Always a good time at sloppy joes. Wait staff very friendly. Electric Circus rocked the place. Gift shop well stocked and reasonably priced,NA,4.5
so good I bought a shirt,If you are into getting a bit messy at lunch/dinner I recommend coming to Sloppy Joe's! Staff is friendly & the food is awesome! Never unsatisfied when I'm in Key West.,NA,4
Cool place,"Stopped in to watch some live music, had a couple drinks and had an awesome smoked fish appetizer. Good place to people watch also",NA,4.5
"Crazy place, but fun.","We go every year to hear music, but have never ate there. We will fix that next year by going in for a real sloppy joe. This year went specifically to hear Pat Dailey and he was amazing!",NA,3
Fun,Went there for wings and a drink and got an entertaining concert. 5 brothers it was very good. Wings were good and atmosphere was good as well as service. A should do.,NA,5
Always Entertaining,It was a rainy day and we headed in for lunch and some drinks.  Thankfully we were able to pull tables together (for 9 of us) and our server was delightful.  The food was very good and quickly served. We were kept in water and...More,NA,4.5
A must stop,"You have to stop and have a sloppy joe and drink. Both are overpriced but they hit the spot. They have live entertainment that may be good or not, but it's a good time.",NA,4
Sloppy Joe's,"One of Hemingway's more famous hang outs - the bar is grand, the music great and have the sandwich named after the bar which is named after Hemingway's fishing buddy when he was in Cuba - I think I have that right, but in any...More",NA,4.5
Fun fun fun,"Great place to chill drink and meet people, lovely friendly place.

We popped in here on our weekend visit to the keys, great music, everyone is welcome 

See you again soon",NA,4.5
Good Time!,"Stopped in for a quick afternoon drink while walking Duval street.  We sat at the little bar near main doors, perfect for people watching!  Good conversation with the bartender which really makes your visit.  Drinks good and priced average.  Yes we ordered sloppy joe's and...More",NA,4.5
"The sandwiches may be sloppy, but the service is not.","This was a return trip to Key West.  I had previously eaten at Sloppy Joe's Bar and remembered it as being a fun place with good food.  We arrived at the noon hour to find that the main bar was full; but, we were able...More",NA,4.5
Great fun place,To round up in one word.. GREAT..Great food. Great price. Great music daily. Great atmosphere. Great staff..Great drinks. Great location... its a fun place to hang out.,NA,4.5
Historic but not awesome,You should go because you know Hemingway but it is always way too loud to really enjoy yourself and it is expensive.,NA,4
"Jazzy, casual and fun!","Five of us ""60 something "" family members visited sloppy Joe's,  in Key West, during a cruise, in January. Two in our party had been there before and raved about the sloppy Joe's!

Enjoy a bar beverage, sloppy Joe's,  sandwiches, or maybe fish tacos, (or...More",NA,4.5
Great bar staff,Please tourists with families go elsewhere instead of complaining about the foul language. It's a bar with bar food not a place for kids,NA,3
Super Sloppy,"Busy, manic, bit of a nightmare finding a table..... but this was all made up for by the food, drinks, service and live music.  Despite the constant craziness our server was attentive and was always on the spot with soda top ups and making sure...More",NA,5
When in Rome!,"This seemed like the place to go when in Key West. The vibe was great, server was super friendly. The food (we had sloppy Joes) were okay but overpriced. But I'm glad we went!",NA,4.5
Must Stop,"When in KW it would not be complete without a stop at Sloppy Joe's.  It's a large bar with great service, great air conditioning and great entertainment, in a convenient Duval Street location",NA,4
Meh food.....,"I love sloppy joe's and was so excited to try their famous sandwich. It was just meh. I could make a better one at home with a can of Manwhich. Its very tomatoey  which I did not find appealing.
Pretty disappointing.",NA,4.5
Key West Vacation,Had drinks here.  Great music!  A Key West Original!  Always busy.  Try to get a spot at the main bar more activity there.,NA,4.5
A Key West Must-See,"This is a fun spot to hang out at night, and it definitely has a lot of history (another reviewer said that you go to say you went, and I think that's true).  It kind of smells like stale beer and definitely doesn't feel clean,...More",NA,4.5
Quintessential place to go and visit,"This must be one of the main attractions for live music here. Although there are others this one is at the top of the list. This week happened to be put in bay week, so many of our local performers were playing here. Typical expensive...More",NA,4.5
Cool place,"Great entertainment always. A must place to visit while in key west   Good drinks, great service and decent food",NA,4.5
Fun place,"Good food, some of it great. We had no complaints about the food. If you are bumming around Duvol Street you might as well stop in for a bite and a drink, maybe even catch some live music. I can imagine the place is hopping...More",NA,4
Go to say you went.....that's about it,"Average drinks and service.....beer was almost warm and my fiancé had her red wine served in a Dixie cup.    We are FAR from being snobbish, but that's on the ridiculous side.    Super Bowl Sunday - almost no one was there so it actually wasn't a...More",NA,4.5
"""The Place to Go""","Or so everyone told us.  The food was mediocre at best.  The service was good but it was so busy, people waiting in line for tables, that we felt rushed and never stayed to listen to the band that was setting up.  We might have...More",NA,3
We visited during the put in bay music festival ,Great place. Fun atmosphere. A must see when visiting key west! In February they host the put in bay music festival when performers from put in bay come and perform. So fun!,NA,5
When in Rome... or Key West.. Sloppy Joe's,"Started early here.. great service, clean place, cool atmosphere! Lots of Web Cam's so if you want your family to see you.. OR not.. be aware!
We had some fun there and then hopped along Duval for more libations!",NA,4.5
Duval street stop,"With it old school Pub atmosphere, it is a fun place to have an island drink, munch on some delicious pub food, sit back and listen to the live music.",NA,4
A Key West Must...,We went there for the drinks and music and were not disappointed.  It was a large building with several smaller bars in it with great table seating all around.  It was a great concept.  Don't forget to buy a tee-shirt on the way out!,NA,4.5
Great Experience,"Three thirsty couples stopped at this iconic bar and enjoyed our drinks, food, and the music. Great atmosphere! Our service was great despite the bar being absolutely full of tourists. I really enjoyed their house brew which I believe was an ale. We recommend Sloppy...More",NA,4.5
"Packed, packed, PACKED","Lucked in to some seats at the side-bar.  This place was packed for 12 o'clock on a Thursday.  Had a couple of beers and did some people watching.  The food served around us looked like decent bar food, but we didn't eat.  The service was...More",NA,4.5
Always FUN,"I am born and raised in Miami florida and as long as i can remember Key west was part of my weekend escapes .With that said key west is never the same without a visit to Sloppy Joes , always fun and always the best...More",NA,4.5
Very busy bar ,"Visited here whist on cruise and very busy with lots of music . 
Very expensive bar , you pay through the nose for the history .",NA,4.5
One of the best bars in town,"Lively, great atmosphere, great music and a great place for ending a night out. This place never disappoints and is a must if in Key West.",NA,4
You Should Eat Here - Once,"The top 3 reasons NOT to visit: 3)plastic cups, 2) plastic “silverware”, 1) all food is served in waxed paper lined wicker baskets.
The top 3 reason to visit: 3)live music, 2)quite good sloppy joes, 1)you can say you ate at Sloppy Joes.",NA,4.5
Another must see,"A Key West landmark with all the hype. Even though it is not the original, it is still great to go. Evenings when cruise ships are in - it is packed!",NA,3
Great music and dancing!,We enjoyed stopping in Sloppy Joe's bar for drinks and dancing on several nights during our week stay in Key West. The Giuliani brothers played two of the nights we were there and were excellent. You can also visit the adjacent gift shop to get...More,NA,5
Lot's of fun singing along,"We didn't eat here, but eh food looked plentiful and good.  We had the Sloppy Rita Margaritas, with Sauza Blue Tequila, Gran Gala, sour, orange juice and club soda...VERY good! The crowd ranged from kids to 80+ year olds, and everyone sang along with the...More",NA,4.5
A must...,"... not for the food or the drinks, wich still was okey, but for the atmosphere. Nice live music, happy guests and crowded as hell. Friendly and efficient staff. Higly recommended ""tourist trap""! (I think they forgot the sugar in my Mojito though)",NA,4
Sloppy Joes for Appetizers and Drinks,"Wanted to experience the legendary hangout of Hemingway!.  Disappointed. Late afternoon music raunchy. Boiled shrimp was ""so-so."" Hemingway's favorite drink watered down.  🙁.",NA,4.5
"It's a bar, don't go looking for a great meal.","Stopped for a late lunch.  It's a bar - you go there to say you've been there but don't go looking for a great meal.  Service was okay.   We didn't think it was worth the $50 for a salad, sandwich and two tap beers.",NA,4.5
Noisy!,"I understand that this is an old traditional place in Key West, but it is noisy and not a very friendly place. A happening to be in a famous place - but not a joy! Ordered the obvious, Sloppy Joe Sandwich and Sloppy Beer. Average...More",NA,4.5
Good place for snacks and drinks.,My wife and I spent a day exploring Key West while our ship was in the cruise port. With their great climate we were thirsty long before lunch time and decided to stop at Sloppy Joe's Bar for drinks. Upon our arrival we were soon...More,NA,4.5
Good must go to to say you were there.,The atmosphere is very laid back and seems to be as old as it looks. Drinks are reasonable and it's usually crowded. Good bands and entertainment kept us going back. Food is so so.,NA,4.5
Good for bachelor parties,"Sloppy Joes is a good place if you want to get drunk on drinks from plastic cups, eat 'pubby' food and listen to so so bands encouraging you to get drunk. The caiparinias were tasty, but the smoked fish dip was bland and served with...More",NA,4
Great Sandwich,Had the sloppy joe sandwich and seasoned fries --- great taste  Frozen strawberry dacarita - excellent.  nice open air with large bar -- nighttime has live music,NA,4.5
Honest waitress and great food!,"We went to Sloppy Joe's on our last day in the keys.  It was so fun to relax, listen to music and eat a good meal before we left.  After our meal we went to a store to purchase something and realized our credit card...More",NA,3
What can you say that hasn't already be said. Just go.,Great drinks and food. Place looks like it is the same as when Hemingway hung out there. Must see just so you can say you were there.,NA,5
Fun for drinks & music,"Sloppy Joe's is a fun spot for drinks & music, but the food was not very good.  I'd recommend a stop here for the history (Hemingway used to hang out at Sloppy Joe's - though the original location is around the corner) and a drink,...More",NA,4.5
Great live music!  ,We spent an evening here...just for drinks and music.  There were two bands - one early (2 guys acoustic performance - country and popular well known tunes) and one later - a 4 piece band playing top 40 hits that got everyone up on the...More,NA,4
Terrible management,Stopped in to get a friend a shirt he asked for and listen to the music. Bar tender was great  I was talking to her when my husband went to use the restroom.   He returned and said we are leaving now.  A local man came...More,NA,4.5
Fun times,Good for a drink or two but it is loud and crowded. Food looked good and service was surprisingly good.,NA,4.5
Iconic landmark on Duval Street,"Great atmosphere, good music & service and excellent drink prices at Sloppy Joe's. When you are in Key West this is a must stop on Duval Street.  It is an iconic bar like Pat O'brien's in New Orleans, BB King's on Beale St. in Memphis,...More",NA,4.5
Do Not Go,If you want load music so much you cannot understand the words this is the place to go. Of course cheap wine served in the finest plastic glasses helps one to enjoy the place. We were going to stay for dinner but due to the...More,NA,4.5
Tourist Trap,"We knew this was a popular tourist bar and was anxious to try.  It was crowded, tables were sticky even when cleaned and service was slow; no one even attempted to wait on us.  If you are looking for a crowded tourist bar that doesnt...More",NA,4.5
Great place to have a drink and listen to live music,"We did not eat here, hence only 4 stars, but dropped in twice for drinks and music. This is a big place but usually full even during the day. Mixed drinks and drafts were reasonably priced. Service is good and the bartenders and wait staff...More",NA,4
Big ado about nothing,Went in with my wife for dinner. Busy not full or slammed. We sad for 15 min without any waitress. They were busy running drinks. We had heard this was a must see place. Don't come close. Drink and loud music. Good place to drink...More,NA,4.5
Mediocre Food and Drinks for Tourists!,Crowded...mediocre food...large portions.  Drinks are only so-so.  The bartenders and servers are very friendly tho...and the atmosphere is nice.,NA,3
Legendary Landmark,VERY crowded.  Expect to wait to be seated.  Food was good.   Sloppy Joe was different tasting than you might expect.  Service was good.  Music was good.  Cool place for a visit or two.,NA,5
Lively spot day or night,Sloppy Joes' is one of the most active spots on Duval Street both day and night.  It is a fun place for a drink or a meal and you can always count on it being busy.  Stop in for a while.,NA,4.5
Disappointed ,Just a big noisy bar. Good drinks service but no real atmosphere. The live music was hard working but very average. Shame as everything else we tried in Key West was great.,NA,4
Great food,"We visited sloppy Joe's,food really nice,lovely lay out,we have been a few times now,staff all friendly+helpful,great place",NA,4.5
Fun place but too loud for my aging years,"While all ages were at this bar and it is connected with Enest Hemingway, the volume of the band and restaurant noise was just too much for me.  However, the chicken wins were excellent and the drinks generous.",NA,4.5
Interesting History,"Visited Sloppy Joe's during a one day tour of Key West. Our waitress paid little attention to us but the food and drink were good, reasonably priced and they had live music. I wish I could have stayed longer to enjoy the fun and festivities.",NA,4.5
One of the famous places,"Enjoyed a drink in the early evening with good staff and great live music

Menu and food being served looked and smelled great

Wanted to stay longer!",NA,4.5
Rockin Place,Had a great time at this fine and busy eatery.  Food is good and the service is fun.  Had a great band called the Doerfels.,NA,4.5
A Fun Place to have a Drink & people watch.,Drinks and food are average - but a traditions for Key West - a place you want to experience once. There is live music on the stage - the place is usually well attended.,NA,4
Disappointing return,"Bartenders too busy to wait on us, and just not the same as it used to be.  Beers expensive too.  Thank goodness it wasn't crowded with cruisers.",NA,4.5
Extremely popular place,It was very crowded.  Live entertainment.  The service wasn't bad considering how many people were in there.  Good place for a burger and a beer.,NA,3
regular bar and restaurant,"We had higher expectations for this establishment seems there is such a history involved. turns out it was an average place for food and drinks. Not to say it wasn't good, food and drinks were ok, just not what we were expecting from such an...More",NA,5
Very busy place,"Stopped by to buy a tee and cap, great quality and selection, just to stay I stopped by, really not my cup of tea, very bar oriented.",NA,4.5
Relaxing with Rod47172 and a beer,"Great place to have a cold beer or other beverage while listening to some good music.  A Key West favorite spot with lots of action.  Music changes couple times a night.  On Duvall street, so leave you car in hotel parking lot and take a...More",NA,4
"Fun place, good food....","Had a relaxing lunch here after touring the Ernest Hemingway House.  Atmosphere is decidedly Key West, laid back, fun and friendly.  Be sure to take a break here at Sloppy Joe's.  The ""Papa"" Hemingway look alike wall is an added bonus.  Enjoy!!",NA,4.5
Fun- a must do,"We loved Pete and Wayne, the musicians/ comedians, who were performing. Fun atmosphere for a few drinks. Best time I've had in a long time without paying admission for entertainment!",NA,4.5
Fun Place!,"Our server, Susan B was fun and friendly (from PA like us). Our food was great! Beer was cold. The piano player was awesome and even played our request (Basin Street Blues)!
The Hemingway memorabilia covering the walls was fun to check especially since we...More",NA,4.5
Fun!!,Sloppy Joe's seems to be a legend around here. Loved the arepas!! The drinks were great. We will visit again 😎,NA,4.5
Oasis on a hot afternoon,"Sloppy Joe's is always a favorite with us when we need an icy cold beer on a Typical Key West afternoon.  The live entertainment is always a plus, and adds to the party atmosphere.  We didn't have time for food this time, but it was...More",NA,4.5
"Quick winter break, Bostons cold in January ","Love this bar.  Food is great and staff and locals even better. 
This is a true staple of a meeting pot of Americans and those abroad",NA,4
Fun place,"Great food, beer and entertainment. Price about $11 a sandwich. Honestly the best sloppy Joe I ever had.",NA,4.5
Bartenders are great with history,"Of course you have to stop by here if you come down to Key West!  We ordered 2 meals to sample.  Had to order their Sloppy Joe, which was good and had to eat with a fork.  We also ordered their grill cheese which was...More",NA,3
Overrated.,"This place is for those trying to relive their past.  Dirty, dingy, overpriced food and drinks.  It's always packed, so service is subpar.  I just don't see what the attraction is about this place.  If it was located anywhere else in the USA, it would...More",NA,5
"big, noisy but fun","this is THE place or so it seems. Tourists and I guess some locals hang out here. Why not? It offers something for everyone, well, except little kids that is. Very interesting interior, authentic too.",NA,4.5
Kind of a must visit if you go to Key West,"Nothing fancy, buy of course famous. Good drinks, friendly staff, Ok food and lots of live music. It can be pretty busy on Cruise Ship days, but once they set sail things calm down a bit. If you go to Key West, you have to...More",NA,4
Nice Place for A Quick Drink,if you're looking for a quick stop to gather in some live music and some history this might be a good idea. Wait staff was very friendly and attentive but the sloppy joe for 9.95 wasn't very good. Beer was cold and good. Skip the...More,NA,4.5
Ketchup sandwich ,"Had the sloopy Joe which tasted like an uninspired bit of ground beef in ketchup.  Tried the pepperoni pizza which looked and tasted like a frozen crust, not great. Beers and energetic atmosphere is ok as this seems like a popular place but I definitely...More",NA,4.5
Watery overpriced drinks and zero atmosphere ,"Hemingway would have turned at the door. Whatever pathos and authenticity there once was has since been replaced with television sets showing NFL, garish menus with dull food/drinks and droves of drunken tourists. Do not waste your time or money.",NA,4.5
a slice of key west,"have been to this bar many times over the years, it never disappoints, great drinks,food,and the atmosphere is what a historic bar should be! souvenirs for sale, live music,open to the outdoors, right smack dab on duvall street, great place to soak up the culture,...More",NA,4.5
Great drinks in a great atmosphere.,"A Key West staple, Sloppy Joe's is world famous and a fun place to go. Live music just about all day and night. I never visited here as a tourist, but now that we live here, we make this a regular stop to enjoy a...More",NA,4.5
We like it.,Barbecue Pork sandwich is huge and delicious. Fish and chips were great. Fries were exceptional. Good service.,NA,4
One Hot Spot,"Good music, good cocktails, lots of wild and crazy people making a rambunctious fun crowd -- this is a perfect combination for a great time! If you're looking for a unique spot to raise the roof, this is it! Don't miss it!",NA,4.5
Getting Sloppy at Sloppy Joes,We had the best time here a few weeks ago on a Wednesday night. Great drinks and a great band made for a great last night in Key West.,NA,3
High energy location!,"If you wish to hang in a place where Ernest Hemingway drank a bit of rum, come on in. The staff has some ""older"" ladies that are servers, and they have more energy than many 20yo's! It is loud, crazy, busy all of the time,...More",NA,5
Good service,"Quite a busy little place they have there. They were quite busy but the service was great. We never ate there, just stopped to rest and grab a couple of drinks.",NA,4.5
Casual crowd and fun place to stop,There is a nice crowd here. No rowdy kids but mostly adults. Each time I've been here the bartenders are very attentive and polite. I recommend visitors new to the city to stop in here for some history and good entertainment,NA,4
Great band ,"Great band dancing...Sites of Key West after hours ...LOL.
Watering hole not expensive.
Never ate there",NA,4.5
sloppy joe's cool atmosphere but the margerita is disgusting !,"live music, cool atmosphere but the drinks are quite poor, in particular the margarita is really bad. on the same road there is the ""older original sloppy joes""",NA,4.5
Busy/entertaining,"If you want to visit a place of history in Key West that includes a bar this would be it.  Hemmingway's
old haunt
Service was incredibly slow to say the least but it is a major tourist attraction.  So you out up with it 
Nothing...More",NA,4.5
"Sloppy Joes, Key West","We thought if the place is named Sloppy Joes, the sloppy joes must be good.  WRONG!!!  They were horrible, neither my fiancé or I could finish them.  Service was okay.",NA,4.5
Where Hemingway drank,"That's the entire reason we stopped in here to have a drink. We ordered Hurricanes at $9/ea, which I thought was fairly reasonable for a touristy place. The drink was large and strong...by far the strongest I had in Key West, but tasted good. The...More",NA,4.5
Night out,"Really enjoyed this , two guys singing and playing guitars , very rude some might find offensive, but very funny. Followed by a rock band who where young and very good . The food was ok , nothing special. Waiting staff great very efficient.",NA,4
Go to Sloppy Joe's,We stopped for a midday drink and snack at Sloppy Joe's during our visit to Key West. The frozen margarita was DELICIOUS and the sloppy joe was very tasty. Fun to visit Hemingway's home and then eat at this favorite hangout.,NA,4.5
Best Music and fun.,We went here 2x's music is fabulous here and drinks are strong too. People and staff are very fun. This is a not to be missed when in town.I've been coming for 21 years now.,NA,3
Great Atmosphere ,"Great food, great drinks and excellent entertainment . Definitely a must stop destination.  Tory, the bartender was fantastic!!",NA,5
The Original Sloppy Joe?,"Great fun place for dinner/lunch.  Apparently Hemingway liked it.  Very touristy now.  The Sloppy Joe is actually very good, excellent!  And they make a brew just to go along with it.",NA,4.5
what fun,This place was hopping many many people. Service was fast and friendly. Food was good. This was a great place to people watch too. Such a fun easy spot.,NA,4
Had to go but food so-so,We felt the need to visit Sloppy Joe's but the food was only mediocre. Had a good cocktail and husband had beer on tap.  Service was fast,NA,4.5
Best atmosphere ,You must visit this bar on duval street for feel the atmosphere there. Ernest Hemingway also loves this place.,NA,4.5
Histrionic Dive Bar,Had drinks and listened to live music. Enjoyed the old photos on the walls of Hemingway. Always a good time here. Very fun.,NA,4.5
My vacation,First time back in 30 years just as much fun now as it was then great Bands service and food friendly people,NA,4.5
Stopped for a beer and some music,I stopped for a quick beer and to listen to some live music.  The ambiance was nice every one seemed to be enjoying themselves while quenching their thirst  or appetite this was the busiest place on the strip.,NA,4.5
Nothing special but a tourist trap all the same,"Okay place to go just to say you've been there.  The trademark ""sloppy joe"" was okay but not worth the $10 they charge.  Mojito was SO POLLUTED with mint, it was almost undrinkable and could've used some sugar and more lime juice.  Better places abound.",NA,4
You are here for the Atmosphere,The food is average.  Typical bar - restaurant food.  People usually come here for the atmosphere.  At night they usually have live music.  It is a great place for a drink.,NA,4.5
Gotta go there,Great music. Happy people. Carefree atmosphere. Like to dance? Dance. .dance dance n enjoy the entertainment.,NA,3
Music. Burgers.  History. All in One Place.,You'll be surrounded by Hemingway photos-this used to be a place he'd hang out.  Great Burgers. Service is Good.  Prices are tourist prices.Music and laughs add to it all.,NA,5
Allways a good time!,Tourist traps can be fun! Live music from noon till close. Great bar food. You have to try a Sloppy Joe and buy a tee shirt. Great place for people watching.,NA,4.5
Eat the best sloppy joe in the world here.,Stand outside and have people at home watch you on their computer and then go inside and eat the best sloppy joe sandwich in the world.,NA,4
The best  breakfast drink ever,"10am & having a liquid breakfast, the best ever.Loved all the Armed Service flags hanging above the entrance.
Sincerely Anne M. from NJ",NA,4.5
Stick with the classics for lunch ,"I had the sloppy margarita and sloppy joe, both were very good. Piano player could have chosen more crowd friendly music but provided nice background music for our lunch. You seat yourself so need to hover over a table when you see someone paying as...More",NA,4.5
Great place for live banda,"Looking for a bar that has live music and not so jam packed, go to sloppy joes. There are a lot of people here but your not packed in like sardines. Great for dancing to live music or just sitting at the bar relaxing.",NA,4.5
Not all that it cracks up to be. ,Was advised to check this place out. Went in and it's a 'seat yourself' place. It was 5:45pm and very busy. They had a nice band playing that played different types of music and a few couples were dancing to the 1 Latin song that...More,NA,4.5
Should be called Sloppy Service!,"After waiting nearly an hour for our food it came cold. Waited again for them to warm it. When the bill came they had charged double! When we got that fixed the waitress never brought us back our change. 

Go ahead and go here for...More",NA,4.5
Just Okay!,"We decided to grab lunch at Sloppy Joe's after a visit to the Hemingway House. We ate at the bar because the place was packed. Although it tasted good, I do not know what was in the Sloppy Joe I had, and for almost $10,...More",NA,4
Always A Must Stop in Key West,There's no better place to start your Key West vacation than at this world famous bar. The food is good plus the drinks and people watching are even better. It' s just a great place to hang out and get the feeling of the carefree...More,NA,4.5
Did ok for a family with kids for lunch ,Waitress was good. Big portions - big enough that I split the fish and chips with my six year old. The signature sloppy joe sandwich was great!,NA,3
Yummy ,"Original sloppy joes.  Food was great, music loud overall a fun experience.  As most place during high season expect crowds.",NA,5
Good food at great place,"It's a fun cheap place with good food and great beer. The sloppy joes are what they're known for, and the price is right. This is a Key West institution that shouldn't be missed.",NA,4.5
Yuck,"We decided to go here for a simple, quick sandwich dinner. Serious error in judgment. My sweetie had a ""Sloppy Joe' you would think it would be the specialty. Not so much, a can of Manwich is better and her food had hair all through...More",NA,4
Afternoon Drink!,"This bar is so much fun!  The music and drinks were amazing!  We stopped in while strolling Duval St. Such a fun place to people watch, too!",NA,4.5
Not too good,Went here for a drink when visiting key west. It is in a prime location on Duval St.We waited for a long time to be served and it was quite expensive. Big tourist bar.,NA,4.5
Family celebrations 50th's inFlorida,We went in for a typical  Hemmingvay-drink and feeling this atmosphere here.very crowded  with a  good liveband.Once in Key west you have to behere,NA,4.5
Popular with tourist,Seating was a bit crowded but food was alright considering it is bar style food. Customer service was good.,NA,4.5
"Poor service and over priced, because they can",Every year I am in key west for Christmas and new years. Every year I always stop in Sloppy Joes for dinner and drinks a few times. Never again. Over the years the prices have gone way up and the service way down. This year...More,NA,4.5
Never got service,"We went here and sat down waited 20 minutes watched waitress after waitress walk by us no one acknowledged us even when we tried to get there attention. People who sat after us got service and some didn't. We walked out, very disappointed as we...More",NA,4
Fun place ,"Stopped in here a few times - had fish tacos and some average boneless wings - bartenders are nice - drinks expensive- 
But great live music most of the time",NA,4.5
great for a drink,"a must stop location. have a drink, listen to music and admire all the Hemingway memorabilia on the walls. but don't bother with the food, pizza wasn't even good.",NA,3
