headline,content,response,star
Surprised by the burger,"This is a favorite of alot ofmy friends but I have been twice and to be honest, I thought the burger was just ok and actually too greasy.More","Hi Debbie, 
I'm sorry to hear that you didn't enjoy your burger. We always strive to make sure the guest has a great experience, both with the service and ambiance but also with a quality meal and delicious food. Were you able to address your...More",3.5
Worth the wait!,"This place is amazing! Very popular and crowded but worth it. The menu was incredible, service great. The food is amazing. I will return!","Thank you for the review, it's awesome to read about how much you enjoyed your experience with us. I'm happy to hear that you not only enjoyed the food, but the service as well. We hope to see you again soon!",4.5
Burgers and beer,"Good place, food and service. Having looking for good burgers recently found the place where I will return.","Thank you so much for taking the time to review and recommend us! I'm glad to hear you enjoyed your experience, and we hope to see you again soon!",4
Great service and good food. ,"Went here for lunch to start the celebrations for a friend’s birthday. Our server was freat and everyone was pleased with their food. My wife and I had the charcuterie plate and some mussels. Also, the cocktails were very good.","Thanks for taking the time to write a review and recommend us! I'm glad you enjoyed your experience, and we hope to see you again soon!",4
Unique place,The food was good and the service was excellent.  Beer selection ok because of no draft. We will eat here again in the future.,Thanks Greg! We're glad you came and enjoyed everything. Hope we see you again soon!,5
Excellent food,fantastic crab sliders. Great service. Unbelievable dessert of carrot cake with homemade ice cream. Words can’t describe the layers of flavors and the sugar crunchies.More,"Thanks you so much for coming! We're glad you came and enjoyed everything. I love the Carrot Cake too, and the Spiced Pineapple ice cream that comes with it my favorite flavor. Thanks for taking the time to give us a review and recommendation. Hope...More",4.5
Awesome Burger and Atmosphere,One of the best burgers anywhere piled high with an assortment of toppings. Unique menu combination highlights succulent burgers and juicy mussels. Highly recommend!,"Thank you so much Sam! That's awesome! We're glad you came and appreciated everything so much! Thanks for taking the time to give us a recommendation!

Thanks,
Nathan",4.5
"Great food, excellent service","Very impressed with my visit.  The cheese plate and the seafood slider appetizers were both excellent.  I had the southern belle burger with a  fried green tomato on top, very good.  Several friends had the mussels and said they were outstanding.  My daughter’s burger was...More","Hi Bobbi! Thank you for taking the time to leave a review and recommend us. I'm glad to hear you enjoyed your experience with us, and I'm especially happy to hear that we were able to resolve that issue for your daughter in a timely...More",4.5
Great food,The burgers are great! I had the Southern with sweet potato fries! The dips for the fries though are absolutely fabulous with the sweet fries! Omg!!! Daughter had the mussels and they were very fresh and yummy! We highly recommend.More,"Thank you so much for coming and for taking the time to write a recommendation for us! We're glad you and your daughter enjoyed everything so much. We truly appreciate your positive feedback, and I'll be sure to show your review to the staff!

Thanks,...More",5
Delicious lunch with great service,"This charming restaurant caught my eye down a side street after I departed the Frazier History Museum along Museum Row.  Bustling at lunch, I was promptly seated and greeted by a server.  Traveling solo, I treated myself to a nice lunch of a chèvre fig...More","Thank you for taking the time to review and recommend us. I'm so glad to hear that you enjoyed your experience, and I hope that we can see you again some day!",4.5
"Great atmosphere, great food!","My husband and I dined here for lunch on a Saturday before seeing a show. I’ve planned events here several times before, but never personally dined here. The cocktails are good and food options were great. 

My husband had the all American burger and said...More","Hi, kimkaydee! I'm so glad to hear that you enjoyed your experience with us Saturday. Thanks for taking the time to review and recommend us. We hope to see you again soon!",3.5
"Great atmosphere, great food!","While walking downtown visiting several museums we stumbled upon this great restaurant.  Everything was very clean and inviting, staff was friendly, and a great upscale atmosphere.  The food did not disappoint either.  Nice juicy burger, potatoes were full of flavor, and everything was fresh (and...More","Hi Mitch, 

Thank you for taking the time to recommend us and leave a review. I'm glad to hear you enjoyed your experience with us, and we hope to see you back soon!",4.5
Great food and service!,I came to town for a concert with friends and we ate here for lunch. The food was great and our server was wonderful at recommending things since we had never been before. I had the Meunière mussels and they were really good. Great service...More,"Hi Kristin, 
Thanks for taking the time to write a review and recommend us! It's awesome to hear that you enjoyed your experience with us, and I'm especially glad to know you had good service as well. Come see us again soon!",4
Absolutely amazing experience.......,"The wait is worth it....  The food and beer selection is very good. I was impressed with the staff as well as the menu. The items you will see listed on the menu are absolutely amazing and delicious. I highly recommend this restaurant for food,...More","Thank you for taking the time to leave us a review and recommend us! We hope to see you again soon! And it is awesome to hear that you enjoyed both the food and the service, I'll be sure to let them know.",4
Absolutely Delectable Dishes,"This place came highly recommended and I could not agree more. The food was perfectly portioned, seasoned well, and at a great price! The mussels were cooked to temperature, and flavor varieties on point. Ate here twice while visiting.",Thank you for leaving a review and recommending us. I'll be sure to pass your compliments to the chef! Hopefully we can see you again someday.,5
Top Local Recommendation- Outstanding,"When we explore different cities we take every opportunity to ask local people where they go to eat and in this case it was Louisville,KY downtown. A number of people we asked gave us good ideas. One restaurant was recommended by all. Mussel & Burger...More","Hi Dayton, 
I really can't tell you how much it means to read a review like this. We take a lot of pride in providing excellent service and serving the best food. I'm most excited to hear about how much you enjoyed our staff. They'll...More",4.5
Not enough stars,"Looking at other's pics makes me want to go back just to eat here! My husband had the Argentina burger - he said it's the best he's ever eaten. I had the Southern Bell...it was outstanding. Both burgers are huge, but just eat it. You...More","Thank you so much for coming and for taking the time to review and recommend us! We're glad you enjoyed your experience so much. The Argentinian and Southern Bell Burger are two of our most popular items, so it's great to hear positive feedback about...More",4.5
Curry Mussel's and very good Beef Hamburgers,"My wife and I enjoyed a very unique curry mussel dish, and a few side slider burgers... Excellent! and the calamari is very tastly done.","Thank you Jon! Glad you came and enjoyed everything! Thanks for taking the time to write a review and for recommending us! Hope we see you again soon!

Nathan",4.5
Great burgers ,We ate here for lunch and it was outstanding. I had a local burger and it was amazing. My friend had mussels and said they were the best she ever had. Fun atmosphere great wait staff.,Thanks for coming and for taking the time to write a review and for recommending us. Awesome to hear about how much you enjoyed the food. Glad you appreciated the wait staff as well! Hope we see you again soon!,5
Wonderful food & great atmosphere,"Wonderful food and great atmosphere.  You can never go wrong at this place the food is always on point the drinks are exceptional and the atmosphere we really enjoyed. My favorites:  Moules Basquaise, Wedge salad and the Chèvre Fig salad. You can’t go wrong with...More",Thank you so much for sharing your review and for giving us a recommendation! We're glad you've enjoyed your experiences with us! Hope we see you again soon!,4.5
"Great mixed drinks, solid burgers","Ate here based on reviews and ratings. Super mixed drinks. You can tell-house made mixes, distilled water used. Excellent!! Lots o’ bourbon options. Burgers are super solid, not the best Ive had but good. Patties are not over mixed, lumpy if any thing. Fresh, unique...More",Thanks for coming and for taking the time to give us a review and recommendation! We're glad you came and enjoyed your experience!,3.5
Dinner with out of town family,Best mussels in town! Generous portions. The Nachos for appetizer was amazing. Several guest were gluten free and were able to fine delicious options.,Thank you so much for coming! We're so glad you and your guests enjoyed everything. Hope we see you again soon!,4.5
One of the biggest (and best) burgers I have ever eaten,"Have eaten here twice, and both times it was great. The burgers are a bit pricey. The fries are also top notch.","Thanks Mike! We're glad to hear you enjoyed everything, hope to see you again soon!",4
Interesting spot,"The service is fast and the food is good! The only recommendation would be to make the fries smaller! They give you a whole potato quartered and fried. We
Got the CEO burger and it was amazing!","Thanks Alisha! Glad you came and enjoyed everything. We have 5 different fries on the menu. It sounds like you got the Steak Truffle Fries. I'd recommend the Truffle Pomme Frites for you next time! Same flavor, but cut regularly. Thanks for coming!",4
Great place/ Great food / Great Service,All the tables were full so I ate at the bar with a co-worker.  Jacob and Carrie did an awesome job serving us and the food was perfectly cooked how we ordered it.  Will return there for sure on my next Louisville Trip.  The Mexican...More,Thanks for coming! We'll be sure to tell Jacob and Kerri about how much you enjoyed their service.,5
"Great mussels, bad burger","My husband and I stopped at Mussel and Burger Bar for our first meal during our Louisville weekend, and it was a pretty good meal. This is a hard review to write, because I think one thing we ate was GREAT and the other pretty...More","Hi Alexis,

Thanks for coming and for taking the time to share your experience and give us your feedback. I'm glad you enjoyed your mussels. The Bacon Breakfast Burger is actually one of our more popular items. A lot of people say it's their favorite....More",4.5
Great food!!,Showed up on a Thursday night after traveling all day with friends.  They were no less than 45 minutes from closing but they still seated us and we grabbed some apps and cocktails.  The curry mussels were literally to die for.  The sauce was so...More,"Thanks so much for reviewing and recommending us! It's awesome to hear that you enjoyed your experience with us, and I'll be sure to let Courtney know she got a shout out. She's an asset to our restaurant, and we always love to hear this...More",4.5
Holy cow!,"This was our last meal of 2017 and I will say we were super impressed! The food was outstanding! I highly recommend getting the mussels with the curry sauce, we wanted to try a new flavor and it was delicious!More","Hi Kelly! I'm so glad to hear you enjoyed your last meal of the year with us. We love being a part of holiday memories. The curry cream mussels are an all time favorite, for sure. Come back and see us soon, if you haven't...More",4.5
Great Food,"Great food, excellent service and beautiful interior. The mussel and seafood sliders are highly recommendable. Staff are very friendly and service is quick and nice location. It is across from the 21C Art Museum Hotel . The atmosphere is desirable for a nice dinner even...More","Thank you so much for coming and for taking the time to write a review and recommend us. It's awesome to hear about how much you enjoyed everything. Hope we can see you again soon!


Thanks,

Nathan",5
Great Food for the Money,"It's not a fancy restaurant- it's middle of the road star-wise. It has a great location, right off of Museum Rowe, perfect if you've spent some time at Louisville Slugger, Glassworks, the Frazier History Museum, Science Museum, etc.  They had some fabulous home-made food. Yes,...More","Hi Michelle,
Thanks for leaving such a detailed review, it was great to read about how much you and your mother enjoyed your experience. We try to offer the best quality food at a great price point and it means a lot that you noticed...More",4.5
Great atmosphere and food,"The interior is very nice that showcases a very beautiful old bar. We (2) were seated quickly and had drinks from the server fast. The food is obviously mostly burgers that are large in size and made to a high standard with many different toppings,...More",Thank you for taking the time to leave us a review and recommend us. I'm glad to hear that you enjoyed the prompt service and overall experience. Hope to see you again soon!,3.5
Worth it,"I have been several times and each is as good as the last and the first. I love the burgers and try a different one or at least try to each time I go.  However, the mussels are what keep me coming back. Both with...More","Thanks Andrew! We strive for excellence, but also consistency. I'm so glad to hear that you've enjoyed everything you've tried so far, and thank you for your continued patronage. Hope to see you again soon!",4.5
I’ll be back!,"The mussels with curry appetizer was awesome, but the highlight was the local burger. The restaurant ambience was great too.More",Thanks Denis! So glad to hear you enjoyed everything from the food to the ambiance. You definitely made some great choices with the curry cream mussels and local burger. I hope you come back soon to work your way through the menu. Thank you for...More,4
Best burger is town!,I went to this restaurant when it first open out of curiosity. The wait was long but it was completely worth it! I would wait hours to eat at this restaurant. The breakfast burger is literally the best burger on the menu! It is amazing....More,"Wow! Thanks, Liz for such a great recommendation. We hope to see you again soon, and thank you for taking the time to leave us a review.",4
Try the burger,Food was delicous. Service very good. I had the southern burger with two thick fried green tomatoes and pimento cheese. Would order again.,Thank you so much! Glad you came and enjoyed everything. Thanks for taking the time to review and recommend us! Hope we will see you again soon!,5
"Good burger, nice atmosphere","I stopped in near closing time on Sunday, but was still cheerfully greeted and served. I had the lamb burger and it was very tasty.  The cocktails were good--on the high end of prices in Louisville, but not outrageous.  The bar is beautiful.  Nice atmosphere.More","Thank you so much for coming and for taking the time to review and give us a recommendation on Tripadvisor! We're glad you came and enjoyed your experience, that's awesome. It's great to hear about the service you received before we closed. I hope you'll...More",4.5
Dates and burgers!,Based on reviews had to try The muscles and burger bar downtown... The date and bacon appetizer was spot on. So good! The bacon burger that was a different matter. Nothing really to write home about. It was good so if you’re a burger aficionado...More,"Hi Kathleen,

Glad you got to come and try us out. Thanks for taking the time to give us a review and some feedback. Sorry you didn't like the ""Good Ole Bacon Burger"". Was there anything in particular that could've been improved? Hopefully next time...More",4.5
So Good!!,I can not even think of words to describe just how good my dinner was. We had the mussel appetizer and burgers for dinner. Hands down the best burger in town and I could have picked up the bowl the mussels were in and drink...More,"Thanks for coming and for taking the time to review and recommend us. Great to hear about how much you enjoyed everything, that's so awesome. Hope we can see you again soon!",4.5
Nice place,We had a party of 5 on the Tuesday before Thanksgiving and we were all pleased with our burgers.  Wait staff was very proactive and helpful.  The burgers have many ingredients on them and it seems to work.  I had the chorizo and it wasn’t...More,"Thank you for leaving us a review and recommending us. We are so pleased to hear that you enjoyed your experience with us, and hope that we can see you again soon!",5
Great place w great service ,"Sat at the bar watching football and thoroughly enjoyed the atmosphere and the service couldn’t have been any better. Beer, wine and appetizers were excellent especially the duck fat fingerlings were incredible. Dates in a blanket were great too. I’d come back in a heart...More","Thank you so much for coming and for taking the time to review and recommend us. Great to hear about how much you enjoyed your experience at our restaurant. Hope we'll see you again!

Nathan",4.5
Dinner at the Bar,"We went to Mussel and Burger for burgers, but we had the mussels instead. We will have to go back for the burgers, the mussels were great. We shared the Dates in  blankets to start that had an awesome tomato sofrito sauce. We had the...More","Hi John,

Thanks for coming and for taking the time to review and recommend us! Glad you came and enjoyed everything. We've thought about adding draft beer but are conflicted on altering the bar. It's really large and beautiful and a signature piece of the...More",3.5
Good food and chill ambiance ,We ate here for dinner one night and liked it so much we went back for brunch. We tried a variety of appetizers. Mussels and bacon wrapped figs. We tried burgers/sandwich’s the next day. The guys loved their burgers so much they couldn’t stop talking...More,"Hi Shannon! Thanks so much for taking the time to leave such a detailed review. It's great to hear that you enjoyed dining with us not once, but twice! I'll be sure to let Jacob know he got a shout out, he definitely deserves it....More",4.5
Great food and a great bar,It is great idea for restaurants to do only a few things and do them well. This is what Mussel and Burger does. The mussels my guest and I have were in a butter white wine broth and they were fantanstic..My burger was moist and...More,Thank you so much Ryan. We're glad you came and enjoyed your experience. Thank you for taking the time to review and recommend us. We really appreciate that. Hope we can see you again soon!,4
Excellent experience.,"Mussel and Burger has a short menu. Mostly as you'd guess, mussels and burgers. 

But. Wow! Both are delivered with an attention to detail that are hard to top. There are many creative burgers on the menu. I've been several times and have never been...More",Thanks Jeff! Glad to hear you enjoyed your experience with us. Hope to see you again soon!,4
Mussel your way in,"This place never disappoints!  Hence the wait; but a nice bar and wonderful cocktails to pass the waiting time.  

Mussels are a must try!  Especially if you've never tried them!  The Curry Mussels are my favorite (I always ask to take the broth home!).  You...More","Thank you so much for coming and for taking the time to review and recommend us! It's really great to hear about how much you enjoy everything. Hope we'll see you again soon!

Thanks,

Nathan",5
No kidding. Best burger ever. ,"We walkin in on an evening without a reservation and was able to seat 6.  I had the Breakfast Burger. The sweet potato fries and smoked pineapple sauce is an amazing combo. The Burger cooked medium was arguably the best burger ive ever had. 
Go...More",Hi Ricky! Thanks for taking the time to leave us such a great review! I'm glad to hear you enjoyed everything so much. Hope we can see you again soon!,4.5
Best burger in the ville. ,"While attending training I had the opportunity to eat at this wonderful restaurant. I ordered a standard cheeseburger and was blown away. Good portion, great taste and nice atmosphere. I will return.","Thanks so much for taking the time write a review and recommend us! I'm glad to hear you enjoyed everything so much, hope we can see you again soon!",4.5
If not the best restaurant it is #2,"We found Mussel & Burger bar by chance and I will go back to Louisville just to take my wife there for lunch or dinner. The burger was fantastic, my brother in law had the mussels and the garlic white wine sauce was worth the...More","Wow! Thank you so much for coming and for taking the time to review and recommend us. Glad to hear you enjoyed everything so much, that's awesome! Hope we'll see you again soon.

Thanks,

Nathan",4.5
Great Diversity of Interesting Burgers!,"This is a very good option if you have a hankering for a burger -- there must be at least a dozen options for a burger meal. The portions are big -- including the wedge salad which is huge and shareable. Service was excellent, the...More","Hi Ron! Thanks for taking time to leave us a review and recommend us. I'm glad that you enjoyed the food so much, and I'm happy to hear about the excellent service as well. I'm going to speak with the hosts about the seating, we...More",5
Very unique - well presented,My husband and a friend walked here after the Louisville Slugger tour. A beautiful day and great location. I decided not to eat at that time but the menu has a wonderful assortment of selections. My husband had the classic American burger with their French...More,"Thanks for taking the time to review and recommend us! I'm glad to hear your husband and friend enjoyed the food so much, those are great pictures. Hope we can see you again so that you may try some of our offerings!",4.5
Great Food,"Great food, full of flavor, lots of creative options. Be sure to have the truffle fries and the charcuterie plate. We had a party of four, each trying something different and no-one had any negative comments, all positive.","Thank you for taking the time to leave us a review and recommend us, we appreciate the feedback. I'm glad to hear your group enjoyed everything so much. Come see us again soon!",3.5
Awesome mussels and a neat restaurant!,My husband and I read the reviews and decided to eat here before our flight back to Tampa on Sunday.  What a great choice!  The mussels reminded us of the ones we had in Brussels last year and that city is famous for their mussels....More,"Hi Debbie! Thanks for taking time to recommend us, I absolutely loved reading your review. It's always such a huge compliment when people compare us to mussels they've had around the world, especially Brussels! Hope we can see you again someday so you can try...More",4.5
Excellent and close to KY Center ,"One of the best burgers in town, and I hear the mussels are excellent, they just aren't my thing.

This place is just around the corner from main, look for the banners on the building because you can easily walk right past it.  It's just...More","Thank you so much for coming and taking the time to review and recommend us. Loved reading about your experiences with us! Hope we see you again soon!

Thanks,

Nathan",4
Great Place on a Cold Friday Night,"Started out with the BBQ short rib nachos that were enough to share with friends. Seafood ""burger"" and sweet potato fries were good as well. Good wine list, lots of local beers (nothing on tap😞). Had to do the carrot cake for dessert. Amazing service...More",Hi Diane! Thanks for taking the time to leave us some feedback and write a review. I'm glad to hear you enjoyed everything you tried. And I'll be sure to let Kate know she got a shout out! Hope we can see you again some...More,4
Unique Burgers. Great Atmosphere. ,"Awesome experience! 

For starters, we got the nachos and Buffalo wings. Nachos we're good, but the wings were fantastic!!

I ordered the Argentinian and couldn't have been more impressed. Highly recommended it! 

I also got the truffle fromme! Definitely paired well with the burger! You...More","Thanks Daniel!

Thanks for coming and for taking the time to review and recommend us! Glad to hear you enjoyed everything. Hope we can see you again soon!",5
Unique Great Menu Well Prepared,"Mussels and Burger Bar mix two of my favorites.....Fresh Mussels and house ground Burgers.  And the do both very well.

Several options on the base broth for the Mussells.  My personal favorite is the Meuniere.

The choose of burger prep is not such an easy...More","Thank you so much for taking the time to review and recommend us! I'm glad you were able to try the mussels meuniere and the lamb meatballs, those are two of our absolute favorites. Hope we can see you again soon so you can work...More",4.5
"Good food, good service","We headed here to celebrate a friend's birthday.  What a wonderful experience.  Our server was charming, attentive and professional.  The food was delicious and our blood orange spiked lemonaid was yummy!  We chose the short rib nachos as our appetizer.  These are so good, I...More","Hi Cathy! Thank you for taking the time to leave such a detailed review, we love getting this kind of feedback. I'm so glad to hear you enjoyed everything you ordered. Next time save room for those desserts, the bacon cinnabomb is legendary! Also, I'm...More",4.5
Interesting menu,We were not interested in either the mussels nor the burgers but made an excellent meal from the appetizers. The charcurterie was delicious and a good amount of food. The spicy calamari was also very good. Top it off with a house old fashion and...More,"Hi Chris, 
Thanks for taking the time to leave us a review. Glad to hear you were able to enjoy a meal of our appetizers, those are some of our favorite items on the whole menu! Hope we can see you again some day.",4.5
Very good,Great mussels. Very interesting options for mussels. Good bourbon list. Burgers looked great too. Would definitely go back.,"Thanks for coming and for taking the time to review and recommend us!
Glad to hear about how much you enjoyed your visit. See you soon!

Thanks,

Nathan",5
Great burger and great dessert!,I had the CEO burger and it was GREAT! I also had a ice cream they make in house that had pineapple in it and it was amazing. Our server was fantastic and seemed to be very proud of the place. We will be going...More,"Thanks for coming and for taking the time to review and recommend us! Glad you liked everything during your visit. The spiced pineapple ice cream is awesome! 

Thanks,

Nathan",4.5
Unique dining,"Very large restaurant, large bar, and dark atmosphere.  Southern burger was excellent, mussels perfectly cooked, and bacon wrapped dates were amazing!  Unique cocktails- enjoyed the bourbon punch!","Hi Hayley,

Thanks for coming and for taking the time to review and recommend us. Glad to hear that you liked everything during your visit. Hope we can see you again soon!

Thanks,

Nathan",3.5
Friday night,"The front desk at Marriott recommended this as we had a ten year old with us. The service was fine, the food was good with large portions but it took 45 mins to get food with no explanation. Would go back but would not go...More","Hi!

Thanks for coming and for taking the time to review and recommend us. Glad you enjoyed the food and service, but sorry to hear that it took so long. That's definitely not the normal for us.

Thanks,

Nathan",4.5
Excellent food and service ,"The bartender at the Brown Hotel recommended this place for dinner and we were not disappointed. I ordered the mussels, my wife and daughter had burgers, and my son had the chicken tenders off the kids menu. The food was delicious, the ambience was nice,...More","Hi Martin,

Thank you so much for coming and for taking the time to give us a review and recommendation. It's great to hear about how much you and your family enjoyed everything. That means a lot to us. Hope we can see you again!...More",4
Fun evening!,"My husband and I enjoyed the evening of curry cream mussels and Mediterranean burger. We topped it off with the chocolate torte. Our server, Courtney, recommended our choices! Kudos to her! We will be back!","Hey Carolyn!

That's awesome! Thanks for coming and for taking the time to write a review and for recommending us! We'll tell Courtney how much you appreciated her service. See you soon!

Thanks,

Nathan",4
Great Burgers!,We walked by this place several times while staying at The 21c Hotel which is across the street.  We finally decided to give it a try for lunch and we were glad we did.  The burgers were outstanding and they had a decent whiskey selection.,"Hey Rob,

Thanks for coming and for taking the time to give us a review and recommendation! Glad to hear you decided to come in and try us out. Happy to know we didn't disappoint! Hope we can see you again soon!

Thanks,

Nathan",5
Here is the beef!,"We ate here from lunch and the service was fast and friendly.  Terrific Bloody Mary, no beer chaser but I hear that's a Midwest thing.  The burgers were out of this world!  Lively bar for the time of day.","Hi Suzi! 

Thanks for coming and for taking the time to review and recommend us! Glad you liked everything. What's a Beer Chaser for a Bloody Mary? Just a beer to wash down your bloody mary? Hope we can see you again soon!

Thanks,

Nathan",4.5
Tasty Sandwiches,We stopped here while wandering around downtown on a quiet Sunday afternoon. Local Burger and Grilled Chicken Sand were both juicy (read messy) and quite flavorful. Nice environment and good service. Don't forget to peruse the free museum across the street.,Hi Alan! Thanks for taking time to leave us a review. We're glad to hear you enjoyed both the tasty food and the service. Hope to see you again soon!,4.5
Mussels AND Burger are A+,"Incredible mussels with very tasty broth.  Burger, truffle fries & aioli were also super tasty.  Would recommend the Manhattan as well!",Thanks for taking the time to review and recommend us. We're so glad you enjoyed your experience with us. Hope we can see you again some day soon!,4.5
Mussels are out of this world!,My husband and I stopped at the Mussel and Burger Bar while passing through Louisville. We tried the Bleu Cheese Beer prosciutto mussels and were blown away! Hands down the best mussels we have ever had. The burgers were also delicious. We will be planning...More,"Hi Tiffany!

Thanks for coming! We appreciate you taking the time to review and recommend us. It's awesome to hear about how much you enjoyed the mussels. See you soon!

Thanks,

Nathan",5
Best Burger!,"We had a late lunch here since it was so conveniently located to the 21C. One of the best burgers we've ever had! Anything we asked for, the server cheerfully brought. The bloody marys were also excellent. Just the right amount of spice! A person...More","Thank you so much for coming and for taking the time to review and recommend us! I'm glad to hear you and your friends enjoyed everything so much. I hope we can see you again soon!

Thanks,

Nathan",4.5
Energentic and Good,"We had just gotten in to Louisville and did not feel like getting back in our car to scope the area for a restaurant.  We found Mussel & Burger on tripadvisor and it was just a block and a half away.  

Nice atmosphere, woods and...More","Thank you so much Denise! I'm happy you found us and decided to come, and appreciate you taking the time to write and review and recommend us! Glad to hear you enjoyed everything. Hope we can see you again!

Thanks,

Nathan",3.5
The BEST burger ever!,I had the BBB burger and it was amazing! I never had a burger this delicious. Great flavor and the sauces are so delicious.,"Hi Michelle! Thanks so much for taking the time to review and recommend us. I'm so glad you enjoyed the BBB, it's one of our most popular burgers so it's nice to get that feedback. Hope we can see you again sometime!",4.5
"Great burgers, magnificent mussels, outstanding service.","We are in the USA, from the UK, visiting family and decided to visit the Louisville Slugger Museum which is just down the road from this restaurant. After the tour we had a quick look at the map and saw that the Mussel & Burger...More","Hi Iain!

Thank you so much for coming and for taking the time to review and recommend us! That was an awesome review to read. I'm so glad you enjoyed everything. I especially loved the comparison between our mussels, and the ones you had in...More",4
Great burgers and mussels!,"Although it is an oddly-paired menu, the burgers are top-quality and the mussels are really good.  But the bacon-wrapped dates are not to be missed!  Also try the ""spiked"" lemonade with elderflower.More","Thanks for coming and for taking the time to review and make some recommendations! Glad you came and had a chance to taste both the mussels and burgers. The Dates in a Blanket are one of our most popular appetizers, so it's great to hear...More",4
Best burger ever,Great burger and mussels!  Probably the best burger that I've ever had. Excellent bourbon menu!  Good fish tacos. Would go back.,"Thank you so much for coming and for taking the time to review and recommend us! It's great to hear that you enjoyed everything so much. I hope we can see you again soon!

Thanks,

Nathan",5
Outstanding Food,"When we travel, we love to seek out the city's oldest and established restaurants because they are usually complete with a great staff and a homecoming atmosphere.  However, after reading the reviews, we decided to take a chance on a new and trendy place and...More",Hi Cathy! Thank you for taking the time to leave a review. I'm so glad to hear you had such a great experience with us. Hopefully we can see you again sometime soon!,4.5
Great upscale restaurant,Great location. The food and services was unbelievable. They have various burgers and muscles. Sports fans would enjoy the fact that they have plenty of big screen tv's. The only concern for this restaurant is that it is pricey. Burgers average about $13 for the...More,Thanks for coming and for taking the time to review and recommend us! Glad you enjoyed everything so much!,4.5
Great veggie burger,"Gorgeous interior, very quick & attentive service. 6 in our party along with a toddler & they had no trouble accommodating us immediately. I got the roasted beet, mushroom & quinoa burger with goat cheese, arugula, black olive aioli on a pretzel bun. They knocked...More",Thank you so much for coming and for taking the time to review and recommend us! Glad you liked the Vegetarian Burger so much! Hope we can see you again soon.,4.5
Fun & Funky,"This restaurant has such a fun & delicious array of options! We opted to have a burger & mussels. They did not disappoint. The atmosphere was great, as well. The mussels were so fresh & the sauce is amazing, you can't go wrong.","Hi Sharon!

Glad you liked everything!! Thank you so much for coming and for taking the time to review and recommend us!",5
Really good mussels,I love the mussels at this restaurant and consider them comparable to any I have had in Montreal. The burgers are delicious and fixed to your order.,Thank you so much for coming and for taking the time to review and recommend us! I'm glad you liked everything so much! Hope we can see you again some time!,4.5
Just wow.,"Okay, so I read the great reviews on Trip Advisor, but originally didn't have it on my list. After doing bourbon flights at Proof, we decided to grab dinner at Mussel and Burger Bar before going to the jazz club next door. It was amazing....More","Hi Gene! 
Thanks so much for taking the time to review and recommend us. I'm glad that you and your wife enjoyed such a fun night out! Hope we can see you again soon.",3.5
A night out ,"This is a wonderful establishment with delicious food. Several friends and I went out for dinner and all enjoyed our meals. We tried the mussels, several types of burgers, the fish tacos, the chicken sandwich, the Korean wings, and the short rib grilled cheese. The...More","Hi Steph,
Thanks for taking the time to review and recommend us! I'm so glad you were able enjoy so many items from our menu. Also glad to hear you enjoyed our service as well. Thanks for stopping by, hope we can see you again...More",4.5
Top 5 Ever!,"My son a very picky eater, so I hadn't had the opportunity to visit this place before. I didn't think much about it, but when I was in town overnight for work I thought it would be a great time Tuesday o true it out....More","Hi Rita,
What a fantastic review, thanks so much for taking the time to recommend us. It sounds like you made some great choices with the charcuterie and Meuniere mussels. I'm so glad you enjoyed your experience. Hope we can see you again some time...More",4
In town for bat factory,What an awesome lunch we had.  I had the mac & cheese appetizer and my husband had the mussels.  Yummy!!!  The staff was very friendly and attentive.  The building is old and cool.,"Thanks Julia!

Glad you came and enjoyed everything while you were in town. Thanks for taking the time to review and recommend us! Hope we can see you again soon!",4
Attractive Bar and good food,We were visiting family in Louisville and they brought us here for lunch. They like to visit the bar for drinks and charcuterie. I had the Argentinean burger without the bun. It was delicious. I would order that again. The bar portion of the restaurant...More,"Thanks Jerry!

Thanks for coming and for taking the time to review and recommend us! Glad you took the time to visit while you were in town! Hope we can see you again!",5
More Than You Can Handle,"Split a two orders of mussels with a friend, and then decided to go for a burger. Should have stopped while I was ahead. The seafood is fresh, and the burgers cooked precisely to order. The bar does not have the range of bourbons common...More",Hi Douglas! Glad to hear you enjoyed everything. Thanks for taking the time to review and recommend us! As far as our bar selection is concerned we are about to release a new menu featuring some bourbon additions and a new bottled beer selection to...More,4.5
Great food,We all bought something different and shared.  The mac and cheese was soooo good.  It came with fried cheese curds on top. I found nothing bad to say about this restaurant.,"Thanks for coming and for taking the time to review and recommend us! Glad you liked everything. Hope we can see you again soon!

Thanks,

Nathan",4.5
Late Lunch ,"We stopped in on our way home from Tennessee. The menu was diverse and each of us found something to our liking. Delicious meal, good service... just a bit slow. Overall a great place to eat.","Hi Steve,

Thanks for coming and for taking the time to review and recommend us! Glad you found us and enjoyed everything. Hope we can see you again soon!

Thanks,

Nathan",4.5
Birthday out ,Took my son for his birthday on a Wednesday evening.  Wasn't crowded but was fairly full.  First time at this location.  Went to the other location a couple times.  The burgers were all very good.  The four of us all got different burgers each with...More,"Hi Jim! Thanks for taking the time to leave a review and recommend us. Glad to hear you all enjoyed all your different burgers and sides. Our burgers are all 1/2 lb patties, so usually the portions are quite large. I'll verify with our chef...More",5
